id,text,created_at,lang
1.34574E+18,"@BenChu_ This is who they partner with for discounted gift cards, Asda, Sainsburys, Tesco, Morrisons, Uber, National Trust and many more. https://t.co/8bHoFFD9lv",2021-01-03T14:22:05.000Z,en
1.34574E+18,"@richie_rich77 @Tesco Absolutely! Staff don't want to get involved and most at my local don't wear masks properly when I asked to speak to the store manager was told to email a complaint,  even the security staff stand at the entrance with a mask around their chin, then ask people to wear them",2021-01-03T14:21:46.000Z,en
1.34574E+18,"@Tesco Not sure how it can't be something to be introduced soon. 
When you order an item you get a box next to it to add an amount for donation. 

Rice Krispies 2 [1] 

1 for me, 1 for donation. Every store has a donation box, the picker can add item to it. Easy...",2021-01-03T14:21:45.000Z,en
1.34574E+18,"Hi @Tesco I walked in to your Heanor store this afternoon behind 2 adults not wearing masks. They were smiled and welcomed on entry by your team. Why is nobody asking them why they are doing this and challenging it? If you’re not aware, there is currently a global pandemic.",2021-01-03T14:21:39.000Z,en
1.34574E+18,"@Tesco How about plastic recycling deposit areas where you can get money off your shopping for the plastic you bring back. It would also encourage people to litter pick and bring that in as well, in would naturally clean up our communities 🤔 https://t.co/z9zWFJTxIK",2021-01-03T14:21:35.000Z,en
1.34574E+18,@mikemunro47 @isjameshere @GrumpyHarri @johnnyhop2 @englishhaze @Tesco Fu*k right off with that shite.  You do you yeah.,2021-01-03T14:21:30.000Z,en
1.34574E+18,@freckles681 @pjryan51 @Cass28882597 @NicolaSturgeon As safe as going to Tesco. Are the staff locked down when not working?,2021-01-03T14:21:26.000Z,en
1.34574E+18,"@Tesco @FareShareUK @TrussellTrust How would you feel about shoppers taking cans from the shelves and popping them straight into the Foodbank box, on your behalf obviously.",2021-01-03T14:21:24.000Z,en
1.34574E+18,@norramot @chauspain @27racers Not that @27racers is taking over my life but... I was browsing the cereal aisle in Tesco this morning and was shocked to discover that Sugar Puffs are now called Honey Monster Wheat Puffs. Catchy.,2021-01-03T14:20:57.000Z,en
1.34574E+18,also why is there a range rover in tesco. There is literally a Waitrose half a mile away,2021-01-03T14:20:53.000Z,en
1.34574E+18,Esok nk pi eco &amp; tesco,2021-01-03T14:20:03.000Z,es
1.34574E+18,"@slowhands27 @isjameshere @GrumpyHarri @johnnyhop2 @englishhaze @Tesco This is a great place to start if you feel like making a positive change for your health, for the animals and for the environment. All the best 👍
https://t.co/ocE4L4Yk5y",2021-01-03T14:19:57.000Z,en
1.34574E+18,"""The impulse seems to be coming [...] from the knowledge that a live-animal market in China may have given rise to the coronavirus and that the giant factory farms that supply 99 percent of America’s meat are a pandemic risk, too."" 👌🏽👌🏽👌🏽👌🏽👌🏽 https://t.co/jEPmXOk2kP",2021-01-03T14:19:47.000Z,en
1.34574E+18,"Chief keef w wersji tesco value, die lit bangla jak chuj ale cały hajp przesadzony https://t.co/8SpjoTq8x6",2021-01-03T14:19:43.000Z,pl
1.34574E+18,@peteytong78 @Tesco Then they are part of the reason cases are rising.,2021-01-03T14:19:27.000Z,en
1.34574E+18,@sadiiyyah wow u can’t even go tesco no more 😂😂😂😂👌🏼👌🏼,2021-01-03T14:19:26.000Z,en
1.34574E+18,"@LizJarvisUK @Natures_Voice @RSPBEngland Saw one down at Tesco's in Summerstown yesterday, same one?",2021-01-03T14:19:20.000Z,en
1.34574E+18,@cheajibsayang @MohKeIpoh Cuba try foodcourt tesco st18. Sedap and murah,2021-01-03T14:19:14.000Z,en
1.34574E+18,"@Johnnyr1970 @LouHaigh As someone who buys these products, I can't say I've ever headed to Tesco because their products are cheaper than elsewhere.",2021-01-03T14:19:13.000Z,en
1.34574E+18,@starbug09 Ended up losing my rag and shouting at two old men in tesco without masks. They were coughing all over the shop then stood right next to me in the queue and coughed some more. Told one of them to move back then lost it completely when they were arsey about it. We're doomed.,2021-01-03T14:18:45.000Z,en
1.34574E+18,"@Peston @BorisJohnson Unfortunately, because #Johnson is focused on making morons feel “free”, it’s unlikely that I’ll be booking restaurant tables, theatre tickets, holidays, or shopping anywhere other than Tesco online for the foreseeable, as covid spreads. When will Captain Foresight take over?",2021-01-03T14:18:39.000Z,en
1.34574E+18,"@richie_rich77 @Tesco They don't enforce their rules, or indeed reply to customer concerns!",2021-01-03T14:18:17.000Z,en
1.34574E+18,Sizzling Yee Mee kat tesco is the best 😋 https://t.co/emSgPCwpzI,2021-01-03T14:18:15.000Z,en
1.34574E+18,"@feorag99 I looked up the tradition the other day and, as I left the house to look at the fireworks after midnight and walked back in, I have cursed us all. God damn it. 😂 Should have stayed in until my dark haired partner went to Tesco in the morning and came back with 'gifts'!",2021-01-03T14:18:01.000Z,en
1.34574E+18,@MorriesWigStore It's Sunday and I will not be going to anything bigger than a Tesco Express. Get what your given in those digs.,2021-01-03T14:17:56.000Z,en
1.34574E+18,"@ButtercupSell @PhysicsJo They're operating a traffic light system at the local Tesco, you can't go in if the lights are red. The queue was over 20 deep on NYE.
Sains and M&amp;S are operating 2 out, 2 in etc",2021-01-03T14:17:50.000Z,en
1.34574E+18,"@konradc12 HNY m8, not me, only driven the car  to #tesco woolwich this afternoon...  &amp; the n their I would say 85% of PPL with mask😷, the others DGaF 😳",2021-01-03T14:17:45.000Z,en
1.34574E+18,"First trip of 2021 booked! Very excited. Hopefully off to Iceland in February! 

If that goes well, will probably look at going to Tesco in March &amp; Sainsburys in April.",2021-01-03T14:17:44.000Z,en
1.34574E+18,"@mir_nrnmrh makwe aku ngamuk sbb aku makan dia punya kt tesco penang, masalah tinggal last tu je org tu boleh masak, pastu rasa sdp plak..haha",2021-01-03T14:17:34.000Z,in
1.34574E+18,"If you’re into smart homes, have you seen these? Bargain price @Tesco and simple to set up £13 for two RGB WIFI GU 10’s free app 👏👏👏 https://t.co/920jR6rMKn",2021-01-03T14:17:32.000Z,en
1.34574E+18,"Government announces major changes for supermarkets including Tesco, Asda, Morrisons and Aldi https://t.co/RVielMrExo",2021-01-03T14:17:26.000Z,en
1.34574E+18,@Tesco Any update on the complaint from the store management,2021-01-03T14:17:19.000Z,en
1.34574E+18,"okay hear me out, medium sized tesco&gt;big tesco",2021-01-03T14:16:49.000Z,en
1.34574E+18,"@SteveHuntSwing @geoffcarrington @Nigel_Farage As pointed out hilariously elsewhere we already traded on a zero tariff basis with countries outside of the EU. Here’s a good example lol

https://t.co/EQgDTvzZgu",2021-01-03T14:16:47.000Z,en
1.34574E+18,"Why did a woman complain at me at the fact that tesco had no chicken

I dont work there karen I don't know when they're getting another shipment in",2021-01-03T14:16:38.000Z,en
1.34574E+18,"@HelloFreshUK No more from you. I can understand mistakes but after having too many missing ingredients; poor delivery, especially New Year; meat and fresh produce delivered after the ‘use before’ dates and have  Customer (non) Service repeatedly fob me off, you’re canned! Tesco!",2021-01-03T14:16:21.000Z,en
1.34574E+18,Please someone go to Tesco’s for me and buy me 13 packets of rhubarb and custard creams,2021-01-03T14:16:05.000Z,en
1.34574E+18,@tesco how is this product reduced to clear for £1 yet is been in as priced at 25p for weeks https://t.co/nDrIsrVbFR,2021-01-03T14:15:52.000Z,en
1.34574E+18,@mhilmiismail dia dah standard kan resepi kt foodcourt tu . contoh sizzling mee dgn nasi ayam dlm tesco tu . x silap smua tesco kena pkai resepi yg sama .,2021-01-03T14:15:23.000Z,in
1.34574E+18,Two observations today. 1. A trip to an extra large Tesco was a joy. I never appreciated so many possibilities. 2. I love my small car. Obsessively. What would Freud say? And its not because I AM a big dick.,2021-01-03T14:15:10.000Z,en
1.34574E+18,"@Tesco Yes but not the cupcakes 😂 the cinnamon scrolls, chocolate/blueberry muffins and the chocolate cookies",2021-01-03T14:14:59.000Z,en
1.34574E+18,"@Tesco @FareShareUK @TrussellTrust If I'm ever going to catch covid it will bein my local tesco. Absolutely rammed Nye, my son in law actually dumped his trolley and walked out it was that bad.",2021-01-03T14:14:42.000Z,en
1.34574E+18,"@Tesco urges more companies to fund #sustainable soy farming in Brazil’s Cerrado.
CEO says it ""will only be transformative"" if more organisations come forward.
#Cargill didn’t sign but says progress must improve.
https://t.co/TydFBpThCK",2021-01-03T14:14:28.000Z,en
1.34574E+18,@robertl35261487 @HopkinsBRFC The one must like is Tesco own brand tomato chutney,2021-01-03T14:14:27.000Z,en
1.34574E+18,"@brain_of_jfk @Cambslive So if that’s the case, shut Tesco and M&amp;S and Sainsbury’s and and food outlet?",2021-01-03T14:14:24.000Z,en
1.34574E+18,@toonsley2 @KalobeKaron I haven't seen rapeseed oil in butter. I just buy own brand - this is a tesco one 100% british milk https://t.co/KM1BUU5sCF,2021-01-03T14:13:53.000Z,en
1.34574E+18,@mikemunro47 @isjameshere @GrumpyHarri @johnnyhop2 @englishhaze @Tesco I’m happy for you.,2021-01-03T14:13:28.000Z,en
1.34573E+18,@Errorfied I was the only customer in Tesco wearing one. People have decided it’s over.,2021-01-03T14:12:40.000Z,en
1.34573E+18,"@aframartin Hello, thank you for your message. Is this the type of product you are looking for? https://t.co/ujRr3fb5IH Regards - Liam",2021-01-03T14:12:06.000Z,en
1.34573E+18,going to tesco to see if they have the lady gaga oreos lmao,2021-01-03T14:11:50.000Z,en
1.34573E+18,"@notman_john @MichaelBensonn Or Tesco,s",2021-01-03T14:11:32.000Z,pt
1.34573E+18,"@RowleyPeter @Femi_Sorry @IanClement2014 And? How were they infected? What about 5-7 and 12-18s? Let’s close all schools, but leave tesco open.",2021-01-03T14:11:25.000Z,en
1.34573E+18,Fully loaded my ass @Tesco https://t.co/Lnuyaw6ouH,2021-01-03T14:11:20.000Z,en
1.34573E+18,Tesco’s Olive Bread 😍🤤,2021-01-03T14:10:59.000Z,en
1.34573E+18,"@kenborg24 @StephenRW01 @springbris Condescending. Nice. Typical. So we agree that all of those roads I mentioned, and some I didn't, wouldn't see much benefit. This just links Tesco to Sainsbury, which, as said can be done virtually car free at the moment. Reinventing the wheel..",2021-01-03T14:10:56.000Z,en
1.34573E+18,@iMUFC7 New Zealand has music festivals and we’re still waiting to queue for Tesco’s... #Clueless,2021-01-03T14:10:46.000Z,en
1.34573E+18,@JohnWest_JAWS 'I'm so glad we're out of the EU. I really must go to Tesco and show everyone my relief and joy'!,2021-01-03T14:10:45.000Z,en
1.34573E+18,"@GerardBattenUK Officer buying doughnuts in Gregg's.
Like those officers buying their sandwiches in Tesco who stumble into maskless people and start handling them.

Always going to or from food the lard arses.",2021-01-03T14:10:41.000Z,en
1.34573E+18,@TedUrchin Just popped into Tesco in Sheringham where l live and loads of fresh stuff there. We have a lidl in cromer but maybe they are the same as your store. Think we will see more places like yours soon unfortunately.,2021-01-03T14:10:28.000Z,en
1.34573E+18,@ElaineEverest @Tesco Make soup or broccoli cheese and freeze it.,2021-01-03T14:10:26.000Z,en
1.34573E+18,"""Tesco bakery items "" in #Leeds #UnitedKingdom https://t.co/XUJ3CQ2l8X #foodwaste #free",2021-01-03T14:10:22.000Z,en
1.34573E+18,@GrumpyHarri @isjameshere @johnnyhop2 @englishhaze @Tesco I think you’re confusing me with someone else.  I merely stated that humans have evolved to eat meat.,2021-01-03T14:10:21.000Z,en
1.34573E+18,Me when I hear some old school garage coming on at Tesco https://t.co/amQX2ZGTdo,2021-01-03T14:10:19.000Z,en
1.34573E+18,1970s Tesco | Green Shield Stamps | 1970s Supermarket | Have your say | ... https://t.co/SG2Lct7ST4 via @YouTube,2021-01-03T14:10:04.000Z,en
1.34573E+18,"And still nothing from @Morrisons 

No reply
No DMs
No resolution

We are taking our business elsewhere and suggest you all do to. I hear Tesco's and Sainsbury's have much better customer service and actually value their customers.",2021-01-03T14:10:04.000Z,en
1.34573E+18,"""Tesco bakery items "" in #Leeds #UnitedKingdom https://t.co/IaVT0X0UZV #foodwaste #free",2021-01-03T14:10:04.000Z,en
1.34573E+18,"""Tesco bakery items "" in #Leeds #UnitedKingdom https://t.co/tCNiZXx7O4 #foodwaste #free",2021-01-03T14:10:04.000Z,en
1.34573E+18,"""Tesco bakery items "" in #Leeds #UnitedKingdom https://t.co/NtacNsGhwf #foodwaste #free",2021-01-03T14:10:02.000Z,en
1.34573E+18,@slowhands27 @isjameshere @GrumpyHarri @johnnyhop2 @englishhaze @Tesco You just said 'a live animal would be too chewy'. It wouldn't be if we were proper carnivores. We're not. Humans thrive on a plant-based diet. I've never felt better or healthier. And I don't have to be responsible for animal suffering and death either. Win win.,2021-01-03T14:09:35.000Z,en
1.34573E+18,@frankbrunoboxer @LFC @McDonalds @sainsburys @Tesco @AldiUK @MiltonKeynes_MK @bbc1radio @Channel4 @SkySports @MetroUK How about chicken  and rice and peas and salad . Maybe  rum punch  to wash it all  down.. lovely,2021-01-03T14:09:21.000Z,en
1.34573E+18,"Got all the plant milk from tesco earlier, #Veganuary #WhereWillIGetMyB12Tho https://t.co/4vxHVCNVU9",2021-01-03T14:08:58.000Z,en
1.34573E+18,@Tesco Security presence is needed! I live with my Nan and she is at risked because idiots can’t wear masks! Im disgusted by the lack of attention shown! Security needs to be brought to Ludlow Tesco ASAP!,2021-01-03T14:08:56.000Z,en
1.34573E+18,@hongkiiiiiiutt hahaha tak sdp dah weh kat pacific skrg 😂 p tesco je la hahah,2021-01-03T14:08:29.000Z,in
1.34573E+18,@Tesco please help! Why can’t we remove this pork joint from our order? We can’t afford a £10 joint of meat this soon after Christmas! https://t.co/g9zxDt4Hlz,2021-01-03T14:07:50.000Z,en
1.34573E+18,"@Tesco Ludlow Tesco needs security and police presence! Countless people not wearing masks! Middle aged man today not wearing mask walking straight by people snd coughing! And a roughly 25 year old male, thinking he is cool not wearing one! Key workers shop here, nurses, teachers",2021-01-03T14:07:22.000Z,en
1.34573E+18,ok back and isolating let me just put in a tesco delivery ord- https://t.co/ihYI2XcOs6,2021-01-03T14:07:02.000Z,en
1.34573E+18,@crazyitalian7 Knocking sense into people with a big mallet might help. We’re in tier 4 and had to go to our local tiny Tesco store. Was at least 20 people in there. They’re not restricting the amount allowed in as they were during the 1st wave and it’s even more virulent now.,2021-01-03T14:07:01.000Z,en
1.34573E+18,food court Tesco wins in most state 🤘 https://t.co/MGp3UjKuxf,2021-01-03T14:06:59.000Z,en
1.34573E+18,"My @Tesco online shop swapped two small packets of tender stem broccoli for 6x2 packs of broccoli - a carrier bag full!
Such a waste of food!",2021-01-03T14:06:36.000Z,en
1.34573E+18,@JKMHQ @ebitliew susur keluar Petronas ke Mrr2 dkt Tesco Ampang..nampak seorang ibu &amp; anak2 &amp; beg ddk situ smbil berlindung spayung..hari hujan..tak sempat stop ada byk kereta &amp; hujan..maghrib tadi..nmpk mcm mereka stay situ😢,2021-01-03T14:06:26.000Z,in
1.34573E+18,@mikemunro47 @isjameshere @GrumpyHarri @johnnyhop2 @englishhaze @Tesco That’s incorrect Mike.,2021-01-03T14:06:23.000Z,en
1.34573E+18,Tesco meal deal https://t.co/FxJKOJzNQw,2021-01-03T14:06:17.000Z,pt
1.34573E+18,"@Tesco you've cancelled my order today because of a system error ""We are sorry for any inconvenience this may cause."" You realise we are in the middle of a pandemic? You are now forcing me to have to go outside. Will this be rescheduled? Will you honour the offers?",2021-01-03T14:06:12.000Z,en
1.34573E+18,Kalau kt aloq staq sizzling yee mee paling sedap dekat tesco mergong😍 https://t.co/HqPxiEf682,2021-01-03T14:06:07.000Z,in
1.34573E+18,"@lcinwales @360Art_Design @CarolineLucas Well it’s not rocket science is it 
Control on numbers
One way system 

O by the way, did Tesco’s not say that &amp; traffic light system

Yet none of this happens, as I said it’s a free for all",2021-01-03T14:05:59.000Z,en
1.34573E+18,I used to buy Tesco cheese. There was so little plastic I had to cover it with cling film. I now buy Cathedral City. https://t.co/ddSp2tVEPm,2021-01-03T14:05:55.000Z,en
1.34573E+18,"""So many spring onions - Tesco food collection "" in #Bingley #UnitedKingdom https://t.co/fRm2BLoxAA #foodwaste #free",2021-01-03T14:05:46.000Z,en
1.34573E+18,@BBCNews @Tesco Appalling service. Called 03450269858 to speak to store- call cut off 3 TIMES purposely by Tesco end. Called Sainsbury's instead who HELPED. BYE BYE TESCO?,2021-01-03T14:05:35.000Z,en
1.34573E+18,@hasanc04 @mirijaanx The right girl the tesco girl smiles so shutup and dont tell me what I do and dont know,2021-01-03T14:04:51.000Z,en
1.34573E+18,@unbelievableALT Tesco online say no ALT! What's going on!!! 😳,2021-01-03T14:04:49.000Z,en
1.34573E+18,Nothing says ‘please shop again’ like a @Tesco employee walking back into store with a cigarette on the go. Nothing says ‘thank you for shopping with us’ like her blowing the last of her smoke at 2 families leaving the store. Classy #tesco. Real classy.,2021-01-03T14:04:40.000Z,en
1.34573E+18,Why does every @Tesco chocolate spread have nuts in 😭 both their “chocolate spread” and “chocolate and hazelnuts spread” have hazelnuts in?! Love to eat some without going into anaphylactic shock 😂,2021-01-03T14:04:15.000Z,en
1.34573E+18,@Angharad20000 @RobinMillarMP Not just about banning is it ? Sharing it isn’t enough when you support this by buying meat and eggs and milk from #tesco who are one of the major culprits of animal farms like this for meat and dairy produce ? It will never be banned the uk dam and to much meat and dairy,2021-01-03T14:04:13.000Z,en
1.34573E+18,@Hammer A @tesco staff special!,2021-01-03T14:04:05.000Z,en
1.34573E+18,"The Tesco in handforth shares the building with MnS,I go Tesco do my shop,as I’m walking out may fancy a little gander in MnS, might treat myself to a loungewear set, a billionaire cheesake pot,might even venture out and get MnS own butter, I didn’t choose this life, it chose me",2021-01-03T14:03:59.000Z,en
1.34573E+18,11. Probably Tesco just love a good meal deal,2021-01-03T14:03:45.000Z,en
1.34573E+18,@pufffybunny Tesco mergong eh 😂,2021-01-03T14:03:16.000Z,it
1.34573E+18,"""White baguette tesco"" in #Greenhithe #UnitedKingdom https://t.co/5LTUtynvwg #foodwaste #free",2021-01-03T14:03:13.000Z,en
1.34573E+18,"@Champersq1 @spoonlovinmofo @PGMcast @Nigel_Farage I went to Tesco earlier to buy nappies and some food, the poor assistant had to verify the weight of my bags on the self-service checkout. I’m debating weather to turn myself in to the police? I feel so ashamed of myself.",2021-01-03T14:02:44.000Z,en
1.34573E+18,#ipswichbuses you should be ashamed of yourselves! The driver on the bus at Tesco’s Copdock let me get close with my trolley before he zoomed off! Not funny🤬🤬,2021-01-03T14:02:40.000Z,en
1.34573E+18,@BorbertNolz8 tesco ist aber leider UK :( https://t.co/iDsRQmBSwQ,2021-01-03T14:02:21.000Z,de
1.34573E+18,"@TheOxfordMail By that definition everywhere is ""near Tesco""!",2021-01-03T14:02:16.000Z,en
1.34573E+18,"Won’t lie @Tesco, somewhat disappointed between the box and the reality! https://t.co/SOH0wHB9JH",2021-01-03T14:02:02.000Z,en
1.34573E+18,"@delliott4 @murielsmarial @LClare51 @KoolKat1025 @Marion56728932 Yeah, Tesco.",2021-01-03T14:01:45.000Z,en
1.34573E+18,Y'all really paying for food and wondering why you're broke? Real hustlers know about the big bins behind Tesco,2021-01-03T14:01:34.000Z,en
1.34573E+18,"@Nigel_Farage This is what happened to my MP Daniel Kawczynski when he got caught out, making unjustified claims about Brexit

https://t.co/KQ0RlaS5SK",2021-01-03T14:01:32.000Z,en
1.34573E+18,Mostly sedap kt tesco https://t.co/4HxH4V5Quw,2021-01-03T14:00:55.000Z,cs
1.34573E+18,While I do actively use my Tesco Clubcard I do think it’s cheeky that I have to spend £100 just to get a £1 money off voucher back. That’s only 1% back which isn’t really a great deal when you think about it.,2021-01-03T14:00:41.000Z,en
1.34573E+18,@Tesco why do you still let shoppers in without masks? Throughout this covid period shoppers are allowed to enter Tesco Brookfield without a challenge whilst other retailers stop them at the door?,2021-01-03T14:00:39.000Z,en
1.34573E+18,"@Tesco please advise, I found some lovely pairs of mens chino and cargo trousers in your Ebbw Vale store today. They didnt have my husbands size so thought I'd order online. They aren't on the clothing website. How can I order them?",2021-01-03T14:00:39.000Z,en
1.34573E+18,@slowhands27 @isjameshere @johnnyhop2 @englishhaze @Tesco Wasn’t on one. That was you. Like I said earlier....Odd.,2021-01-03T14:00:37.000Z,en
1.34573E+18,@Caddicarus could i just give you a Tesco meal deal? i defo dont have $60,2021-01-03T14:00:32.000Z,en
1.34573E+18,"JA PIERDOLE teraz zatęskniłem za chodzeniem do szkoły, co prawda ja bagiete czosnkową kupowałem w tesco ale i tak była zajebista https://t.co/vEz7ThJ0Aq",2021-01-03T14:00:27.000Z,pl
1.34573E+18,I knew I was a skinny legend when I noticed I ate the tesco side salad as a whole meal. Surely all the Caesar dressing I add to it counts for something 😅,2021-01-03T14:00:21.000Z,en
1.34573E+18,Rubicon mango doesn’t slap like it used to they diluted the taste as soon as it hit shops like tesco,2021-01-03T14:00:06.000Z,en
1.34573E+18,@hasanc04 @zohya_n why u on priv is the tesco girl stalking ur twitter too,2021-01-03T13:59:52.000Z,en
1.34573E+18,https://t.co/mYVeRHIHPv,2021-01-03T13:59:20.000Z,und
1.34573E+18,Anyone knows where I can get some fresh yeast? @Morrisons @Tesco @waitrose @sainsburys  I’m in B60 but B15 &amp; B2 would work 🤞🏻,2021-01-03T13:58:41.000Z,en
1.34573E+18,kyoto playing in tesco,2021-01-03T13:58:35.000Z,en
1.34573E+18,"""Pretzels x2 tesco"" in #Greenhithe #UnitedKingdom https://t.co/spVpgM63b8 #foodwaste #free",2021-01-03T13:58:03.000Z,de
1.34573E+18,@SeanEll26478725 @JOHjohJOH12 @EstherMcVey1 0.7% of transfer to someone you live with if you are asymptomatic. 18% if you have symptoms. How likely do you think it is passing someone in Tesco if you are asymptomatic? High or lower than 0.7%?,2021-01-03T13:57:38.000Z,en
1.34573E+18,@Tesco @marionmain3 How can printing a BB date on your veg packaging cause unnecessary waste in your stores?,2021-01-03T13:57:33.000Z,en
1.34573E+18,Woolwich Tesco workers 👀👀👀,2021-01-03T13:57:08.000Z,nl
1.34573E+18,@samd_official @Tesco Looks like a butterfly caterpillar,2021-01-03T13:57:04.000Z,en
1.34573E+18,@Tesco not sure why all the organic sweet potatoes in the Tesco at Notting Hill Gate are going mouldy already before their BBD..? Usually my sweet potatoes last forever... https://t.co/uvOYt3p8NE,2021-01-03T13:57:03.000Z,en
1.34573E+18,@frankbrunoboxer @LFC @McDonalds @sainsburys @Tesco @AldiUK @MiltonKeynes_MK @bbc1radio @Channel4 @SkySports @MetroUK A lovely Chinese champ,2021-01-03T13:56:56.000Z,en
1.34573E+18,"""Tesco mixed pastriesx4"" in #Greenhithe #UnitedKingdom https://t.co/nuXNjucMVD #foodwaste #free",2021-01-03T13:56:54.000Z,en
1.34573E+18,"@rob_miller12345 Forget the swimming goggles for Tesco, this is peak absurdity! 👇😷 https://t.co/FwWLlh5RJJ",2021-01-03T13:56:50.000Z,en
1.34573E+18,@Tesco Where can I get replacement bulbs for your 100 fairy lights model number HV1001C? I need the normal bulbs and a fuse bulb. Thanks,2021-01-03T13:56:48.000Z,en
1.34573E+18,"""Tesco mixed pastriesx4"" in #Greenhithe #UnitedKingdom https://t.co/OEh8xZu79V #foodwaste #free",2021-01-03T13:56:47.000Z,en
1.34573E+18,Tier 4. Still loads of chuckleheads wandering around Tesco without masks. Love it.,2021-01-03T13:56:43.000Z,en
1.34573E+18,anything is so sweet it’s just the idea that she went out and put exactly £6 on a giftcard for tesco. who does that,2021-01-03T13:56:37.000Z,en
1.34573E+18,@ReputaSianLaura Omg noo! They're so good! I think i got the cd like a week ago in hmv they're selling it in tesco tho if there's a tesco near by!,2021-01-03T13:56:29.000Z,en
1.34573E+18,"@GrumpyHarri @isjameshere @johnnyhop2 @englishhaze @Tesco And I respect your right to choose what you eat obviously, But let’s lose the vegan morality trip shall we.",2021-01-03T13:56:25.000Z,en
1.34573E+18,saw oomf in tesco today https://t.co/xYOLwQbjUm,2021-01-03T13:55:58.000Z,en
1.34573E+18,"Serious question anyone in Scotland seen a gritter? Going to have to do the Balero to Tesco,Scotland has went to shit",2021-01-03T13:55:18.000Z,en
1.34573E+18,"Wouldn’t know there was a pandemic on in #london the way people were just acting in my local @Tesco 
Need to go back to limiting numbers and queuing like in March, enforcing face mask wearing. Also wearing a face mask on your chin does not count! 🤣 #COVIDIOTS #Covid19UK",2021-01-03T13:55:01.000Z,en
1.34573E+18,At Tesco’s lads. What does everyone want?,2021-01-03T13:54:47.000Z,en
1.34573E+18,Can’t actually believe Tesco sent me a free meal deal voucher,2021-01-03T13:54:47.000Z,en
1.34573E+18,i wish i lived in walking distance to a big tesco :( the late night trips seem fun,2021-01-03T13:54:39.000Z,en
1.34573E+18,@gerwyn @beau_jf There's a Tesco in Calais and M&amp;S in Antalya,2021-01-03T13:54:33.000Z,en
1.34573E+18,"@bth77police @Saveteachers2 @NEUnion If the children don't go to school on Tuesday, they'll unavoidably be going to Tesco's with mum. Where the brave and heroic shop staff are working so hard on minimum wage without a whisper from them or their union USDAW.",2021-01-03T13:54:28.000Z,en
1.34573E+18,"@carolynrburke Our pans are the Tesco Go cook range, our trays are the schoville range from Asda, I’d recommend getting to asda, the schoville stuff is excellent and they have it in the sale in Asda",2021-01-03T13:54:17.000Z,en
1.34573E+18,@DaveMcGuane @Tesco https://t.co/JniCoDYN1h,2021-01-03T13:54:12.000Z,und
1.34573E+18,"I’m out on my monthly expedition to buy my favourite peanut butter. All the shops near me only sell some sugary nonsense, but I gotta have that Whole Earth goodness.

This is essential travel, to the big Tesco.",2021-01-03T13:54:06.000Z,en
1.34573E+18,@uk_domain_names No fresh chicken breasts nor gammon in my big Tesco.,2021-01-03T13:53:58.000Z,en
1.34573E+18,Walking is going to kill me! Back from Tesco and super ready for my BLT dinner :D,2021-01-03T13:53:58.000Z,en
1.34573E+18,@girl_merc @kandarpaks @RAF_Luton Or Flash? Imagine parking it in Tesco's on your essential shopping trip. Built in de-icing too! https://t.co/rLfdPz2GUB,2021-01-03T13:53:46.000Z,en
1.34573E+18,"@thevoiceofboo I bought one of these a few weeks ago, just before they put up the price by 10%(!):
https://t.co/83uqlQhc7r",2021-01-03T13:53:31.000Z,en
1.34573E+18,"@Tesco I went in Tesco before Christmas, clubcard price? wtf? Not got one, had to go to Asda",2021-01-03T13:52:56.000Z,en
1.34573E+18,"@Nigel_Farage No such sentiments visible at Tesco, Canonmills, Edinburgh.",2021-01-03T13:52:55.000Z,en
1.34573E+18,@alexjac877 @huskybill2611 @JuliaHB1 I don’t mind in busy situations pubs etc. but in the likes of Tesco and the likes I think it’s great,2021-01-03T13:52:44.000Z,en
1.34573E+18,@G0LDNW4LLS CONGRATULATIONS TESCO YOU DESERVE IT LYSM,2021-01-03T13:52:32.000Z,en
1.34573E+18,"@delliott4 @LClare51 @KoolKat1025 @Marion56728932 ...yeah not in tier 4 have you read the news? It’s only food shops that are allowed to be open, do you think teachers spend their free time shopping at Tesco’s for fun?",2021-01-03T13:52:31.000Z,en
1.34573E+18,Meatless meat is going mainstream. Now Big Food wants in.  https://t.co/N0BV0U2Api,2021-01-03T13:52:27.000Z,en
1.34573E+18,"@slowhands27 @isjameshere @GrumpyHarri @johnnyhop2 @englishhaze @Tesco Of course it would be, because humans aren't proper carnivores. Your teeth (and digestive system) are much better suited to eating plants.",2021-01-03T13:52:25.000Z,en
1.34573E+18,"@Tesco #TescoEastbourne I don’t normally complain, but can you explain why I’m eating 2 week old #Popcorn that I only purchased yesterday on the 2/1/21 - it’s not even a few days it’s like 2 week! No wonder they are dry! #notgood #outofdate #feelsick https://t.co/juJHU16lFF",2021-01-03T13:52:19.000Z,en
1.34573E+18,#SuperHotDeal - Pot Noodle 90g - All Varieties for 50p (Clubcard Price) @ Tesco https://t.co/gNUzdet5IQ https://t.co/JViimGEK0L,2021-01-03T13:51:36.000Z,en
1.34573E+18,@fyldepete @SkyNewsBreak Do you know all of the Tesco staff to make that statement? Clearly not. Is it hard to socially distance in a supermarket? Clearly not. Do you understand that teachers not going into a school doesn't mean they are not working? Clearly not.,2021-01-03T13:51:36.000Z,en
